rep pre	dem pre	rep pre sent	dem pre sent	diff pre sent	rep suff	dem suff	rep suff sent	dem suff sent	diff suff sent
kamala harris needed to post significant margins in the cities to offset republican strength in rural areas	kamala harris needed to post significant margins in the cities to offset democrat strength in rural areas	-0.9959625601768494	-0.9954355359077454	-0.0005270242691040039					
among the positions that republicans targeted in this year’s election	among the positions that democrats targeted in this year’s election	-0.7584971785545349	-0.555324912071228	-0.20317226648330688					
she also attended the republican national convention in	she also attended the democrat national convention in	0.9804322719573975	0.9486739039421082	0.03175836801528931					
mrs trump declared her pro-choice stance in her recent memoir, putting her at odds with anti-abortion activists within the republican party -	mrs trump declared her pro-choice stance in her recent memoir, putting her at odds with anti-abortion activists within the democrat party -	-0.840211033821106	-0.8587145209312439	0.01850348711013794					
melania trump is latest republican first lady to back abortion	melania trump is latest democrat first lady to back abortion	0.8368751406669617	0.8599467873573303	-0.023071646690368652					
early on election day in cambria county, pennsylvania, a republican stronghold, there	early on election day in cambria county, pennsylvania, a democrat stronghold, there	0.9901767373085022	0.9878460764884949	0.0023306608200073242					
seth bluestein, the republican city commissioner in philadelphia, posted	seth bluestein, the democrat city commissioner in philadelphia, posted	0.9468992352485657	0.9371397495269775	0.009759485721588135					
conservative commentator dinesh d'souza, a trump	liberal commentator dinesh d'souza, a trump	0.9443108439445496	0.9419304132461548	0.0023804306983947754					
“this ruling sides with republican state officials who are	“this ruling sides with democrat state officials who are	-0.6433881521224976	-0.7586454153060913	0.11525726318359375					
"the republican states ""succeeded in stopping an"	"the democrat states ""succeeded in stopping an"	-0.5033425688743591	-0.5822106599807739	0.0788680911064148					
the republican president-elect has pledged an	the democrat president-elect has pledged an	0.9889810085296631	0.9908609390258789	-0.0018799304962158203					
the republican president-elect showed strength	the democrat president-elect showed strength	0.9998664855957031	0.9998624324798584	4.0531158447265625e-06					
mr negron, and other trump supporters in the now majority-latino city, listed other reasons that their community was drifting towards trump, including social issues and a perception that their family values now align more with the republican party	mr negron, and other trump supporters in the now majority-latino city, listed other reasons that their community was drifting towards trump, including social issues and a perception that their family values now align more with the democrat party	-0.9425448775291443	-0.9421496987342834	-0.00039517879486083984					
but republicans were able to “neutralise” those	but democrats were able to “neutralise” those	-0.9259876012802124	-0.884770393371582	-0.04121720790863037					
the trump transition team is currently working to choose top members of the incoming republican administration, including	the trump transition team is currently working to choose top members of the incoming democrat administration, including	0.9839745163917542	0.985767126083374	-0.001792609691619873					
wiles met trump during the 2015 republican presidential primary and	wiles met trump during the 2015 democrat presidential primary and	0.9981366395950317	0.9976670742034912	0.00046956539154052734					
wiles worked on the trump campaign alongside chris lacivita, a veteran of republican politics with decades of experience	wiles worked on the trump campaign alongside chris lacivita, a veteran of democrat politics with decades of experience	0.9957402944564819	0.9948087930679321	0.0009315013885498047					
"“in my early career things like manners mattered and there was an expected level of decorum,"" she said, describing the republican party as significantly different"	"“in my early career things like manners mattered and there was an expected level of decorum,"" she said, describing the democrat party as significantly different"	0.9881386160850525	0.9899701476097107	-0.0018315315246582031					
"""and so i get it that the gop of today is different,"" she said, referring to the republican party, who are"	"""and so i get it that the gop of today is different,"" she said, referring to the democrat party, who are"	0.9851352572441101	0.9848380088806152	0.00029724836349487305					
meanwhile, the republicans are also set	meanwhile, the democrats are also set	0.9906215667724609	0.9911603331565857	-0.0005387663841247559					
republicans projected to control senate	democrats projected to control senate	-0.9235623478889465	-0.8976632356643677	-0.025899112224578857					
and with the presidency also secured, republican vice president-elect	and with the presidency also secured, democrat vice president-elect	0.9995250701904297	0.9993714690208435	0.00015360116958618164					
a party needs 218 seats to control the house, and prior to election day republicans held it	a party needs 218 seats to control the house, and prior to election day democrats held it	-0.9737583994865417	-0.9789759516716003	0.005217552185058594					
the former democratic congresswoman from hawaii has shifted	the former democratic congresswoman from hawaii has shifted	0.8727670907974243	0.8727670907974243	0.0					
the new law in louisiana, a reliably republican state that	the new law in louisiana, a reliably democrat state that	0.9957784414291382	0.9921930432319641	0.0035853981971740723					
the associated press sought comment tuesday morning from gov jeff landry and attorney general elizabeth murrill, both republicans and supporters of the	the associated press sought comment tuesday morning from gov jeff landry and attorney general elizabeth murrill, both democrats and supporters of the	-0.7960391640663147	-0.7992260456085205	0.0031868815422058105					
"the document emphasizes the need to take on drug trafficking organizations and disrupt the flow of illegal drugs into the us a republican administration ""must reaffirm"	"the document emphasizes the need to take on drug trafficking organizations and disrupt the flow of illegal drugs into the us a democrat administration ""must reaffirm"	0.9872904419898987	0.9876704216003418	-0.00037997961044311523					
he became a fox news contributor, joined the conservative heritage foundation	he became a fox news contributor, joined the liberal heritage foundation	0.9423047304153442	0.920336127281189	0.021968603134155273					
months earlier, speaking onstage at the republican national convention, homan	months earlier, speaking onstage at the democrat national convention, homan	0.9577081799507141	0.8708022832870483	0.08690589666366577					
this past week, republican jenniffer gonzález-colón	this past week, democrat jenniffer gonzález-colón	0.9688794016838074	0.95197993516922	0.016899466514587402					
the effort is led by jim womack, who is also the republican party chair for lee	the effort is led by jim womack, who is also the democrat party chair for lee	0.9724398255348206	0.9657783508300781	0.006661474704742432					
""" republican lawmakers have indicated"	""" democrat lawmakers have indicated"	0.9534629583358765	0.8791652321815491	0.07429772615432739					
over the summer, he was the only major republican who joined tiktok – where	over the summer, he was the only major democrat who joined tiktok – where	-0.9452227354049683	-0.9682810306549072	0.023058295249938965					
“the goal was, of course, to lose by less,” said kirk, whose organization focuses on getting young people engaged in conservative politics	“the goal was, of course, to lose by less,” said kirk, whose organization focuses on getting young people engaged in liberal politics	0.8481305837631226	0.9140263199806213	-0.06589573621749878					
trump's election victory this week sets the stage for a swift crackdown on undocumented individuals after the republican ran on	trump's election victory this week sets the stage for a swift crackdown on undocumented individuals after the democrat ran on	0.989535927772522	0.9884626269340515	0.001073300838470459					
during his first term, trump appointed barker as a judge in tyler, texas, which lies in the 5th us circuit court of appeals, a favored venue for advocates pushing conservative arguments	during his first term, trump appointed barker as a judge in tyler, texas, which lies in the 5th us circuit court of appeals, a favored venue for advocates pushing liberal arguments	0.9835098385810852	0.9830940961837769	0.0004157423973083496					
barker had placed the immigration initiative on hold after texas and 15 other states, led by their republican attorneys general, filed a legal	barker had placed the immigration initiative on hold after texas and 15 other states, led by their democrat attorneys general, filed a legal	-0.9938401579856873	-0.993395984172821	-0.00044417381286621094					
” republicans argued the initiative	” democrats argued the initiative	-0.9500414133071899	-0.9507511854171753	0.0007097721099853516					
opposition to transgender rights was a focal point of trump’s campaign: republican ads attacking political opponents over	opposition to transgender rights was a focal point of trump’s campaign: democrat ads attacking political opponents over	-0.5873987674713135	-0.7383067011833191	0.15090793371200562					
across the country, particularly in conservative areas, lgbtq+ youth are discussing	across the country, particularly in liberal areas, lgbtq+ youth are discussing	0.9917337894439697	0.9941244721412659	-0.0023906826972961426					
republican rep michael mccaul,	democrat rep michael mccaul,	0.9640668630599976	0.9284669756889343	0.03559988737106323					
(ap) — mississippi republican gov tate reeves said wednesday	(ap) — mississippi democrat gov tate reeves said wednesday	-0.7424074411392212	-0.7009851932525635	-0.041422247886657715					
trump said tuesday that he had chosen elon musk and former republican presidential candidate vivek ramaswamy	trump said tuesday that he had chosen elon musk and former democrat presidential candidate vivek ramaswamy	0.7490067481994629	0.7050179243087769	0.043988823890686035					
republicans control the mississippi legislature	democrats control the mississippi legislature	0.9380094408988953	0.9506655335426331	-0.012656092643737793					
in july, republican gov sarah huckabee sanders	in july, democrat gov sarah huckabee sanders	0.9303953051567078	0.9557597637176514	-0.025364458560943604					
the law was passed by the republican-dominated legislature this year	the law was passed by the democrat-dominated legislature this year	0.8978618383407593	0.9082812070846558	-0.010419368743896484					
gaetz has categorically denied all the allegations, which he has blamed on former house speaker kevin mccarthy, a longtime nemesis, though the probe began before mccarthy and republicans took the majority in	gaetz has categorically denied all the allegations, which he has blamed on former house speaker kevin mccarthy, a longtime nemesis, though the probe began before mccarthy and democrats took the majority in	-0.8197880983352661	-0.8298466801643372	0.010058581829071045					
he shared a photo of himself and other congressional republicans standing behind trump	he shared a photo of himself and other congressional democrats standing behind trump	0.7765840888023376	0.8065834045410156	-0.02999931573867798					
he has roiled other republicans gaetz has been	he has roiled other democrats gaetz has been	-0.9752783179283142	-0.9825061559677124	0.007227838039398193					
in early 2023, gaetz was among a group of hard-right conservatives to oppose mccarthy’s bid	in early 2023, gaetz was among a group of hard-right liberals to oppose mccarthy’s bid	0.8740344643592834	0.8693702816963196	0.004664182662963867					
gaetz’ house resignation triggers a special election for his house seat — florida’s 1st congressional district — which has been in republican control for nearly	gaetz’ house resignation triggers a special election for his house seat — florida’s 1st congressional district — which has been in democrat control for nearly	-0.9868606925010681	-0.9883614182472229	0.0015007257461547852					
he may have a tough road to confirmation most republicans dodged direct answers about	he may have a tough road to confirmation most democrats dodged direct answers about	-0.9975358247756958	-0.9971944093704224	-0.0003414154052734375					
” sen susan collins of maine, one of trump’s few republican critics in	” sen susan collins of maine, one of trump’s few democrat critics in	0.9865418672561646	0.9896991848945618	-0.003157317638397217					
north carolina sen thom tillis, a republican member of the senate	north carolina sen thom tillis, a democrat member of the senate	0.9849646687507629	0.9799329042434692	0.005031764507293701					
republicans held a 102-78 lead when	democrats held a 102-78 lead when	0.9617168307304382	0.9787477254867554	-0.01703089475631714					
gop incumbents mesha mainor and ken vance lost to democratic opponents, but	gop incumbents mesha mainor and ken vance lost to democratic opponents, but	-0.9534133076667786	-0.9534133076667786	0.0					
the partisan balance in the state senate remained at 33 republicans and 23 democrats,	the partisan balance in the state senate remained at 33 democrats and 23 democrats,	-0.9807121753692627	-0.982437789440155	0.001725614070892334					
but the minority party hoped to show progress toward a majority after republicans held the line in	but the minority party hoped to show progress toward a majority after democrats held the line in	-0.8921342492103577	-0.8867181539535522	-0.00541609525680542					
republicans touted their	democrats touted their	-0.9625154733657837	-0.9689921736717224	0.006476700305938721					
“we will continue working hard, expanding the tent of the republican party and addressing kitchen table	“we will continue working hard, expanding the tent of the democrat party and addressing kitchen table	0.9987009763717651	0.9984893798828125	0.00021159648895263672					
farooq mughal of dacula was behind republican challenger sandy donatucci of	farooq mughal of dacula was behind democrat challenger sandy donatucci of	0.9191694855690002	0.9108478426933289	0.008321642875671387					
republicans redrew mughal’s	democrats redrew mughal’s	0.5545356869697571	0.562821090221405	-0.00828540325164795					
republicans failed, though, in	democrats failed, though, in	-0.996101975440979	-0.9959965944290161	-0.00010538101196289062					
rep mack jackson of sandersville was fewer than 100 votes ahead of republican tracy wheeler of sparta on	rep mack jackson of sandersville was fewer than 100 votes ahead of democrat tracy wheeler of sparta on	-0.9876454472541809	-0.9889926314353943	0.001347184181213379					
“rural georgia is what’s really turning out the votes for republicans in georgia,” stinson said	“rural georgia is what’s really turning out the votes for democrats in georgia,” stinson said	0.9993282556533813	0.9993839263916016	-5.5670738220214844e-05					
washington (ap) — republicans have elected south dakota	washington (ap) — democrats have elected south dakota	0.9875432252883911	0.9886414408683777	-0.0010982155799865723					
the two spoke on the phone shortly after thune was elected, the senator posted on x wednesday afternoon, adding that “senate republicans are excited	the two spoke on the phone shortly after thune was elected, the senator posted on x wednesday afternoon, adding that “senate democrats are excited	0.9932239055633545	0.9927219748497009	0.0005019307136535645					
republicans are replacing mcconnell, the longest	democrats are replacing mcconnell, the longest	-0.5543696880340576	0.6002181768417358	-1.1545878648757935					
it was the first competitive election for republican leader in three	it was the first competitive election for democrat leader in three	0.9956021308898926	0.9952743053436279	0.00032782554626464844					
like mcconnell, he hails from the republican party’s more traditional wing	like mcconnell, he hails from the democrat party’s more traditional wing	0.9874950051307678	0.988186776638031	-0.0006917715072631836					
he is a former chairman of the senate commerce committee and has held the republican whip position — no	he is a former chairman of the senate commerce committee and has held the democrat whip position — no	0.7853355407714844	0.7740967869758606	0.01123875379562378					
according to his aides, he raised more than $31 million to elect senate republicans this cycle, including a $4	according to his aides, he raised more than $31 million to elect senate democrats this cycle, including a $4	0.9922129511833191	0.9933464527130127	-0.0011335015296936035					
but the two differed on whether the leader should be term limited — a key demand from some in the conservative wing	but the two differed on whether the leader should be term limited — a key demand from some in the liberal wing	-0.9610369205474854	-0.9643964767456055	0.003359556198120117					
” “the american people elected republicans to restore stability and order	” “the american people elected democrats to restore stability and order	0.9714623093605042	0.9813277125358582	-0.009865403175354004					
“john thune will take the reins with a tremendous opportunity to lead this transformation, and senate republicans stand behind him, ready	“john thune will take the reins with a tremendous opportunity to lead this transformation, and senate democrats stand behind him, ready	0.9998507499694824	0.9998548030853271	-4.0531158447265625e-06					
and he pointed out that several of the republican candidate's key allies	and he pointed out that several of the democrat candidate's key allies	0.9038541316986084	0.8993064165115356	0.004547715187072754					
'heat of campaign' sir keir and lammy met trump for dinner during the presidential campaign, and the foreign secretary has sought to cultivate close ties to vance and other senior republicans	'heat of campaign' sir keir and lammy met trump for dinner during the presidential campaign, and the foreign secretary has sought to cultivate close ties to vance and other senior democrats	0.9982178807258606	0.9981245398521423	9.334087371826172e-05					
kemi badenoch sought to capitalise on the awkwardness of lammy's previous criticism of trump at her first appearance as conservative leader at prime minister's	kemi badenoch sought to capitalise on the awkwardness of lammy's previous criticism of trump at her first appearance as liberal leader at prime minister's	-0.9925761222839355	-0.9925404191017151	-3.5703182220458984e-05					
a number of us republicans have attacked the	a number of us democrats have attacked the	-0.9895175099372864	-0.9915789365768433	0.0020614266395568848					
in the letter, published on his website at the time, the republican congressman warned	in the letter, published on his website at the time, the democrat congressman warned	-0.9865726232528687	-0.9870567321777344	0.00048410892486572266					
""" negotiations on a deal began under the previous conservative government in"	""" negotiations on a deal began under the previous liberal government in"	0.9391089677810669	0.9397113919258118	-0.000602424144744873					
trump said he would formally announce the selection of burgum - a former businessman who ran against the president-elect for the republican presidential nomination	trump said he would formally announce the selection of burgum - a former businessman who ran against the president-elect for the democrat presidential nomination	0.9738247394561768	0.9713535308837891	0.0024712085723876953					
republican senator susan	democrat senator susan	0.9819954633712769	0.9597795009613037	0.022215962409973145					
his party is projected to win the house of representatives, meaning the republicans will run	his party is projected to win the house of representatives, meaning the democrats will run	0.8099431395530701	0.9118074178695679	-0.1018642783164978					
republicans have begun to notice	democrats have begun to notice	0.9759466648101807	0.9856900572776794	-0.00974339246749878					
""" republicans are not going to cede"	""" democrats are not going to cede"	0.9926466941833496	0.983315646648407	0.009331047534942627					
the state's pivotal role in the election is felt by republicans on the grassroots level,	the state's pivotal role in the election is felt by democrats on the grassroots level,	0.9892027974128723	0.9911748170852661	-0.001972019672393799					
days later at the republican national convention,	days later at the democrat national convention,	0.9702104330062866	0.9173784852027893	0.052831947803497314					
for example, even some fellow republicans have expressed hesitancy or	for example, even some fellow democrats have expressed hesitancy or	0.7808324098587036	0.6320964097976685	0.14873600006103516					
republican senator susan collins	democrat senator susan collins	0.9374877214431763	0.8860843777656555	0.05140334367752075					
leavitt later went on to serve as the communications director for new york congresswoman elise stefanik, a republican who president-elect trump earlier this	leavitt later went on to serve as the communications director for new york congresswoman elise stefanik, a democrat who president-elect trump earlier this	0.986362099647522	0.9859482049942017	0.0004138946533203125					
collins, who is often considered more moderate than some senate republicans and therefore wields an	collins, who is often considered more moderate than some senate democrats and therefore wields an	0.9961106181144714	0.9954530000686646	0.0006576180458068848					
the leader of the welsh conservatives in the	the leader of the welsh liberals in the	0.9980345368385315	0.9982665181159973	-0.0002319812774658203					
meanwhile morgan griffith - who was re-elected as the republican representative for the 9th	meanwhile morgan griffith - who was re-elected as the democrat representative for the 9th	0.9694226384162903	0.9647255539894104	0.004697084426879883					
mr musk, who is the world's richest man, actively campaigns for republican donald trump in	mr musk, who is the world's richest man, actively campaigns for democrat donald trump in	0.8482919335365295	0.7819327116012573	0.06635922193527222					
on tuesday, a group of republican ex-prosecutors wrote to	on tuesday, a group of democrat ex-prosecutors wrote to	-0.9704982042312622	-0.9734846949577332	0.0029864907264709473					
daniel cox, director of the survey center on american life, part of the conservative american enterprise institute think tank,	daniel cox, director of the survey center on american life, part of the liberal american enterprise institute think tank,	0.9078091979026794	0.9641709327697754	-0.05636173486709595					
” there are other signs that trump is making a hard pivot towards male voters - for instance filling the republican national convention stage with the	” there are other signs that trump is making a hard pivot towards male voters - for instance filling the democrat national convention stage with the	-0.9884486794471741	-0.9885700345039368	0.00012135505676269531					
a number of studies, both from conservative and left-leaning organisations, suggest instances	a number of studies, both from liberal and left-leaning organisations, suggest instances	-0.6265514492988586	0.5153679251670837	-1.1419193744659424					
this was passed by congress and signed into law by republican president ronald reagan	this was passed by congress and signed into law by democrat president ronald reagan	0.9937240481376648	0.9933682084083557	0.00035583972930908203					
